Theta_2,Theta_1,Alpha,Beta,Gamma,Active_Agents,Multi_Agent_Clusters,Avg_Cluster_Size
0.3,0.6,0.0,0.0,1.0,15,4,3.0
0.3,0.6,0.0,0.1,0.9,15,4,3.0
0.3,0.6,0.0,0.2,0.8,15,4,3.0
0.3,0.6,0.0,0.3,0.7,15,4,3.0
0.3,0.6,0.0,0.4,0.6,15,4,3.0
0.3,0.6,0.0,0.5,0.5,15,2,6.0
0.3,0.6,0.0,0.6,0.4,15,1,8.0
0.3,0.6,0.0,0.7,0.3,15,2,3.0
0.3,0.6,0.0,0.8,0.2,15,1,4.0
0.3,0.6,0.0,0.9,0.1,15,1,4.0
0.3,0.6,0.0,1.0,0.0,15,1,5.0
0.3,0.6,0.1,0.0,0.9,15,4,3.0
0.3,0.6,0.1,0.1,0.8,15,4,3.0
0.3,0.6,0.1,0.2,0.7,15,4,3.0
0.3,0.6,0.1,0.3,0.6,15,4,3.0
0.3,0.6,0.1,0.4,0.5,15,3,4.0
0.3,0.6,0.1,0.5,0.4,15,2,5.5
0.3,0.6,0.1,0.6,0.3,15,1,7.0
0.3,0.6,0.1,0.7,0.2,15,2,3.0
0.3,0.6,0.1,0.8,0.1,15,1,4.0
0.3,0.6,0.1,0.9,0.0,15,1,4.0
0.3,0.6,0.2,0.0,0.8,15,4,3.0
0.3,0.6,0.2,0.1,0.7,15,4,3.0
0.3,0.6,0.2,0.2,0.6,15,4,3.0
0.3,0.6,0.2,0.3,0.5,15,4,3.0
0.3,0.6,0.2,0.4,0.4,15,2,6.0
0.3,0.6,0.2,0.5,0.3,15,1,8.0
0.3,0.6,0.2,0.6,0.2,15,2,3.0
0.3,0.6,0.2,0.7,0.1,15,1,4.0
0.3,0.6,0.2,0.8,0.0,15,1,4.0
0.3,0.6,0.3,0.0,0.7,15,4,3.0
0.3,0.6,0.3,0.1,0.6,15,4,3.0
0.3,0.6,0.3,0.2,0.5,15,4,3.0
0.3,0.6,0.3,0.3,0.4,15,4,3.0
0.3,0.6,0.3,0.4,0.3,15,2,5.5
0.3,0.6,0.3,0.5,0.2,15,2,3.5
0.3,0.6,0.3,0.6,0.1,15,1,4.0
0.3,0.6,0.3,0.7,0.0,15,1,4.0
0.3,0.6,0.4,0.0,0.6,15,4,3.0
0.3,0.6,0.4,0.1,0.5,15,4,3.0
0.3,0.6,0.4,0.2,0.4,15,4,3.0
0.3,0.6,0.4,0.3,0.3,15,2,6.0
0.3,0.6,0.4,0.4,0.2,15,1,8.0
0.3,0.6,0.4,0.5,0.1,15,2,3.0
0.3,0.6,0.4,0.6,0.0,15,1,4.0
0.3,0.6,0.5,0.0,0.5,15,4,3.0
0.3,0.6,0.5,0.1,0.4,15,4,3.0
0.3,0.6,0.5,0.2,0.3,15,4,3.0
0.3,0.6,0.5,0.3,0.2,15,2,5.5
0.3,0.6,0.5,0.4,0.1,15,2,3.0
0.3,0.6,0.5,0.5,0.0,15,1,4.0
0.3,0.6,0.6,0.0,0.4,15,4,3.0
0.3,0.6,0.6,0.1,0.3,15,4,3.0
0.3,0.6,0.6,0.2,0.2,15,2,6.0
0.3,0.6,0.6,0.3,0.1,15,1,8.0
0.3,0.6,0.6,0.4,0.0,15,1,4.0
0.3,0.6,0.7,0.0,0.3,15,3,4.0
0.3,0.6,0.7,0.1,0.2,15,3,4.0
0.3,0.6,0.7,0.2,0.1,15,2,5.5
0.3,0.6,0.7,0.3,0.0,15,2,3.5
0.3,0.6,0.8,0.0,0.2,15,2,6.0
0.3,0.6,0.8,0.1,0.1,15,2,6.0
0.3,0.6,0.8,0.2,0.0,15,1,10.0
0.3,0.6,0.9,0.0,0.1,15,2,6.5
0.3,0.6,0.9,0.1,0.0,15,2,6.0
0.3,0.6,1.0,0.0,0.0,15,1,13.0
0.3,0.65,0.0,0.0,1.0,15,4,3.0
0.3,0.65,0.0,0.1,0.9,15,4,3.0
0.3,0.65,0.0,0.2,0.8,15,4,3.0
0.3,0.65,0.0,0.3,0.7,15,4,3.0
0.3,0.65,0.0,0.4,0.6,15,4,3.0
0.3,0.65,0.0,0.5,0.5,15,3,3.67
0.3,0.65,0.0,0.6,0.4,15,2,3.5
0.3,0.65,0.0,0.7,0.3,15,1,4.0
0.3,0.65,0.0,0.8,0.2,15,1,4.0
0.3,0.65,0.0,0.9,0.1,15,1,4.0
0.3,0.65,0.0,1.0,0.0,15,1,4.0
0.3,0.65,0.1,0.0,0.9,15,4,3.0
0.3,0.65,0.1,0.1,0.8,15,4,3.0
0.3,0.65,0.1,0.2,0.7,15,4,3.0
0.3,0.65,0.1,0.3,0.6,15,4,3.0
0.3,0.65,0.1,0.4,0.5,15,4,3.0
0.3,0.65,0.1,0.5,0.4,15,1,7.0
0.3,0.65,0.1,0.6,0.3,15,2,3.0
0.3,0.65,0.1,0.7,0.2,15,1,4.0
0.3,0.65,0.1,0.8,0.1,15,1,4.0
0.3,0.65,0.1,0.9,0.0,15,1,4.0
0.3,0.65,0.2,0.0,0.8,15,4,3.0
0.3,0.65,0.2,0.1,0.7,15,4,3.0
0.3,0.65,0.2,0.2,0.6,15,4,3.0
0.3,0.65,0.2,0.3,0.5,15,4,3.0
0.3,0.65,0.2,0.4,0.4,15,3,3.33
0.3,0.65,0.2,0.5,0.3,15,2,3.0
0.3,0.65,0.2,0.6,0.2,15,1,4.0
0.3,0.65,0.2,0.7,0.1,15,1,4.0
0.3,0.65,0.2,0.8,0.0,15,1,4.0
0.3,0.65,0.3,0.0,0.7,15,4,3.0
0.3,0.65,0.3,0.1,0.6,15,4,3.0
0.3,0.65,0.3,0.2,0.5,15,4,3.0
0.3,0.65,0.3,0.3,0.4,15,4,3.0
0.3,0.65,0.3,0.4,0.3,15,1,6.0
0.3,0.65,0.3,0.5,0.2,15,1,4.0
0.3,0.65,0.3,0.6,0.1,15,1,4.0
0.3,0.65,0.3,0.7,0.0,15,1,4.0
0.3,0.65,0.4,0.0,0.6,15,4,3.0
0.3,0.65,0.4,0.1,0.5,15,4,3.0
0.3,0.65,0.4,0.2,0.4,15,4,3.0
0.3,0.65,0.4,0.3,0.3,15,2,3.5
0.3,0.65,0.4,0.4,0.2,15,2,3.0
0.3,0.65,0.4,0.5,0.1,15,1,4.0
0.3,0.65,0.4,0.6,0.0,15,1,4.0
0.3,0.65,0.5,0.0,0.5,15,4,3.0
0.3,0.65,0.5,0.1,0.4,15,4,3.0
0.3,0.65,0.5,0.2,0.3,15,4,3.0
0.3,0.65,0.5,0.3,0.2,15,3,2.0
0.3,0.65,0.5,0.4,0.1,15,1,4.0
0.3,0.65,0.5,0.5,0.0,15,1,4.0
0.3,0.65,0.6,0.0,0.4,15,4,3.0
0.3,0.65,0.6,0.1,0.3,15,4,3.0
0.3,0.65,0.6,0.2,0.2,15,2,3.5
0.3,0.65,0.6,0.3,0.1,15,1,4.0
0.3,0.65,0.6,0.4,0.0,15,1,4.0
0.3,0.65,0.7,0.0,0.3,15,4,3.0
0.3,0.65,0.7,0.1,0.2,15,4,3.0
0.3,0.65,0.7,0.2,0.1,15,3,2.0
0.3,0.65,0.7,0.3,0.0,15,1,4.0
0.3,0.65,0.8,0.0,0.2,15,3,4.0
0.3,0.65,0.8,0.1,0.1,15,2,4.0
0.3,0.65,0.8,0.2,0.0,15,1,5.0
0.3,0.65,0.9,0.0,0.1,15,3,4.0
0.3,0.65,0.9,0.1,0.0,15,2,4.0
0.3,0.65,1.0,0.0,0.0,15,2,4.5
0.3,0.7,0.0,0.0,1.0,15,4,3.0
0.3,0.7,0.0,0.1,0.9,15,4,3.0
0.3,0.7,0.0,0.2,0.8,15,4,3.0
0.3,0.7,0.0,0.3,0.7,15,4,3.0
0.3,0.7,0.0,0.4,0.6,15,4,3.0
0.3,0.7,0.0,0.5,0.5,15,2,2.5
0.3,0.7,0.0,0.6,0.4,15,1,4.0
0.3,0.7,0.0,0.7,0.3,15,1,4.0
0.3,0.7,0.0,0.8,0.2,15,1,4.0
0.3,0.7,0.0,0.9,0.1,15,1,4.0
0.3,0.7,0.0,1.0,0.0,15,1,4.0
0.3,0.7,0.1,0.0,0.9,15,4,3.0
0.3,0.7,0.1,0.1,0.8,15,4,3.0
0.3,0.7,0.1,0.2,0.7,15,4,3.0
0.3,0.7,0.1,0.3,0.6,15,4,3.0
0.3,0.7,0.1,0.4,0.5,15,1,6.0
0.3,0.7,0.1,0.5,0.4,15,2,2.0
0.3,0.7,0.1,0.6,0.3,15,1,4.0
0.3,0.7,0.1,0.7,0.2,15,1,4.0
0.3,0.7,0.1,0.8,0.1,15,1,4.0
0.3,0.7,0.1,0.9,0.0,15,1,4.0
0.3,0.7,0.2,0.0,0.8,15,4,3.0
0.3,0.7,0.2,0.1,0.7,15,4,3.0
0.3,0.7,0.2,0.2,0.6,15,4,3.0
0.3,0.7,0.2,0.3,0.5,15,3,3.33
0.3,0.7,0.2,0.4,0.4,15,2,2.0
0.3,0.7,0.2,0.5,0.3,15,1,3.0
0.3,0.7,0.2,0.6,0.2,15,1,4.0
0.3,0.7,0.2,0.7,0.1,15,1,4.0
0.3,0.7,0.2,0.8,0.0,15,1,4.0
0.3,0.7,0.3,0.0,0.7,15,4,3.0
0.3,0.7,0.3,0.1,0.6,15,4,3.0
0.3,0.7,0.3,0.2,0.5,15,4,3.0
0.3,0.7,0.3,0.3,0.4,15,2,3.5
0.3,0.7,0.3,0.4,0.3,15,1,2.0
0.3,0.7,0.3,0.5,0.2,15,1,4.0
0.3,0.7,0.3,0.6,0.1,15,1,4.0
0.3,0.7,0.3,0.7,0.0,15,1,4.0
0.3,0.7,0.4,0.0,0.6,15,4,3.0
0.3,0.7,0.4,0.1,0.5,15,4,3.0
0.3,0.7,0.4,0.2,0.4,15,3,3.33
0.3,0.7,0.4,0.3,0.3,15,2,2.0
0.3,0.7,0.4,0.4,0.2,15,1,2.0
0.3,0.7,0.4,0.5,0.1,15,1,4.0
0.3,0.7,0.4,0.6,0.0,15,1,4.0
0.3,0.7,0.5,0.0,0.5,15,4,3.0
0.3,0.7,0.5,0.1,0.4,15,4,3.0
0.3,0.7,0.5,0.2,0.3,15,2,3.5
0.3,0.7,0.5,0.3,0.2,15,1,2.0
0.3,0.7,0.5,0.4,0.1,15,1,4.0
0.3,0.7,0.5,0.5,0.0,15,1,4.0
0.3,0.7,0.6,0.0,0.4,15,4,3.0
0.3,0.7,0.6,0.1,0.3,15,3,3.0
0.3,0.7,0.6,0.2,0.2,15,1,2.0
0.3,0.7,0.6,0.3,0.1,15,1,2.0
0.3,0.7,0.6,0.4,0.0,15,1,4.0
0.3,0.7,0.7,0.0,0.3,15,4,3.0
0.3,0.7,0.7,0.1,0.2,15,3,2.0
0.3,0.7,0.7,0.2,0.1,15,1,2.0
0.3,0.7,0.7,0.3,0.0,15,1,4.0
0.3,0.7,0.8,0.0,0.2,15,3,2.67
0.3,0.7,0.8,0.1,0.1,15,0,0.0
0.3,0.7,0.8,0.2,0.0,15,0,0.0
0.3,0.7,0.9,0.0,0.1,15,2,2.0
0.3,0.7,0.9,0.1,0.0,15,1,2.0
0.3,0.7,1.0,0.0,0.0,15,1,2.0
0.3,0.75,0.0,0.0,1.0,15,4,3.0
0.3,0.75,0.0,0.1,0.9,15,4,3.0
0.3,0.75,0.0,0.2,0.8,15,4,3.0
0.3,0.75,0.0,0.3,0.7,15,4,3.0
0.3,0.75,0.0,0.4,0.6,15,1,5.0
0.3,0.75,0.0,0.5,0.5,15,1,2.0
0.3,0.75,0.0,0.6,0.4,15,1,2.0
0.3,0.75,0.0,0.7,0.3,15,1,4.0
0.3,0.75,0.0,0.8,0.2,15,1,4.0
0.3,0.75,0.0,0.9,0.1,15,1,4.0
0.3,0.75,0.0,1.0,0.0,15,1,4.0
0.3,0.75,0.1,0.0,0.9,15,4,3.0
0.3,0.75,0.1,0.1,0.8,15,4,3.0
0.3,0.75,0.1,0.2,0.7,15,4,3.0
0.3,0.75,0.1,0.3,0.6,15,3,3.33
0.3,0.75,0.1,0.4,0.5,15,2,2.0
0.3,0.75,0.1,0.5,0.4,15,1,2.0
0.3,0.75,0.1,0.6,0.3,15,1,3.0
0.3,0.75,0.1,0.7,0.2,15,1,4.0
0.3,0.75,0.1,0.8,0.1,15,1,4.0
0.3,0.75,0.1,0.9,0.0,15,1,4.0
0.3,0.75,0.2,0.0,0.8,15,4,3.0
0.3,0.75,0.2,0.1,0.7,15,4,3.0
0.3,0.75,0.2,0.2,0.6,15,4,3.0
0.3,0.75,0.2,0.3,0.5,15,1,5.0
0.3,0.75,0.2,0.4,0.4,15,1,2.0
0.3,0.75,0.2,0.5,0.3,15,1,2.0
0.3,0.75,0.2,0.6,0.2,15,1,4.0
0.3,0.75,0.2,0.7,0.1,15,1,4.0
0.3,0.75,0.2,0.8,0.0,15,1,4.0
0.3,0.75,0.3,0.0,0.7,15,4,3.0
0.3,0.75,0.3,0.1,0.6,15,4,3.0
0.3,0.75,0.3,0.2,0.5,15,3,3.0
0.3,0.75,0.3,0.3,0.4,15,1,2.0
0.3,0.75,0.3,0.4,0.3,15,1,2.0
0.3,0.75,0.3,0.5,0.2,15,1,2.0
0.3,0.75,0.3,0.6,0.1,15,1,4.0
0.3,0.75,0.3,0.7,0.0,15,1,4.0
0.3,0.75,0.4,0.0,0.6,15,4,3.0
0.3,0.75,0.4,0.1,0.5,15,4,3.0
0.3,0.75,0.4,0.2,0.4,15,2,2.0
0.3,0.75,0.4,0.3,0.3,15,1,2.0
0.3,0.75,0.4,0.4,0.2,15,1,2.0
0.3,0.75,0.4,0.5,0.1,15,1,4.0
0.3,0.75,0.4,0.6,0.0,15,1,4.0
0.3,0.75,0.5,0.0,0.5,15,4,3.0
0.3,0.75,0.5,0.1,0.4,15,2,3.5
0.3,0.75,0.5,0.2,0.3,15,1,2.0
0.3,0.75,0.5,0.3,0.2,15,1,2.0
0.3,0.75,0.5,0.4,0.1,15,1,2.0
0.3,0.75,0.5,0.5,0.0,15,1,4.0
0.3,0.75,0.6,0.0,0.4,15,4,3.0
0.3,0.75,0.6,0.1,0.3,15,1,2.0
0.3,0.75,0.6,0.2,0.2,15,1,2.0
0.3,0.75,0.6,0.3,0.1,15,1,2.0
0.3,0.75,0.6,0.4,0.0,15,2,2.0
0.3,0.75,0.7,0.0,0.3,15,2,2.5
0.3,0.75,0.7,0.1,0.2,15,0,0.0
0.3,0.75,0.7,0.2,0.1,15,0,0.0
0.3,0.75,0.7,0.3,0.0,15,0,0.0
0.3,0.75,0.8,0.0,0.2,15,1,2.0
0.3,0.75,0.8,0.1,0.1,15,0,0.0
0.3,0.75,0.8,0.2,0.0,15,0,0.0
0.3,0.75,0.9,0.0,0.1,15,0,0.0
0.3,0.75,0.9,0.1,0.0,15,0,0.0
0.3,0.75,1.0,0.0,0.0,15,1,2.0
0.3,0.8,0.0,0.0,1.0,15,4,3.0
0.3,0.8,0.0,0.1,0.9,15,4,3.0
0.3,0.8,0.0,0.2,0.8,15,4,3.0
0.3,0.8,0.0,0.3,0.7,15,1,6.0
0.3,0.8,0.0,0.4,0.6,15,1,2.0
0.3,0.8,0.0,0.5,0.5,15,1,2.0
0.3,0.8,0.0,0.6,0.4,15,1,2.0
0.3,0.8,0.0,0.7,0.3,15,1,2.0
0.3,0.8,0.0,0.8,0.2,15,1,4.0
0.3,0.8,0.0,0.9,0.1,15,1,4.0
0.3,0.8,0.0,1.0,0.0,15,1,4.0
0.3,0.8,0.1,0.0,0.9,15,4,3.0
0.3,0.8,0.1,0.1,0.8,15,4,3.0
0.3,0.8,0.1,0.2,0.7,15,4,3.0
0.3,0.8,0.1,0.3,0.6,15,2,2.0
0.3,0.8,0.1,0.4,0.5,15,1,2.0
0.3,0.8,0.1,0.5,0.4,15,1,2.0
0.3,0.8,0.1,0.6,0.3,15,1,2.0
0.3,0.8,0.1,0.7,0.2,15,1,4.0
0.3,0.8,0.1,0.8,0.1,15,1,4.0
0.3,0.8,0.1,0.9,0.0,15,1,4.0
0.3,0.8,0.2,0.0,0.8,15,4,3.0
0.3,0.8,0.2,0.1,0.7,15,4,3.0
0.3,0.8,0.2,0.2,0.6,15,2,3.5
0.3,0.8,0.2,0.3,0.5,15,1,2.0
0.3,0.8,0.2,0.4,0.4,15,1,2.0
0.3,0.8,0.2,0.5,0.3,15,1,2.0
0.3,0.8,0.2,0.6,0.2,15,1,2.0
0.3,0.8,0.2,0.7,0.1,15,1,4.0
0.3,0.8,0.2,0.8,0.0,15,1,4.0
0.3,0.8,0.3,0.0,0.7,15,4,3.0
0.3,0.8,0.3,0.1,0.6,15,4,3.0
0.3,0.8,0.3,0.2,0.5,15,1,2.0
0.3,0.8,0.3,0.3,0.4,15,1,2.0
0.3,0.8,0.3,0.4,0.3,15,1,2.0
0.3,0.8,0.3,0.5,0.2,15,1,2.0
0.3,0.8,0.3,0.6,0.1,15,1,4.0
0.3,0.8,0.3,0.7,0.0,15,1,4.0
0.3,0.8,0.4,0.0,0.6,15,4,3.0
0.3,0.8,0.4,0.1,0.5,15,2,3.0
0.3,0.8,0.4,0.2,0.4,15,1,2.0
0.3,0.8,0.4,0.3,0.3,15,1,2.0
0.3,0.8,0.4,0.4,0.2,15,1,2.0
0.3,0.8,0.4,0.5,0.1,15,1,2.0
0.3,0.8,0.4,0.6,0.0,15,1,4.0
0.3,0.8,0.5,0.0,0.5,15,4,3.0
0.3,0.8,0.5,0.1,0.4,15,1,2.0
0.3,0.8,0.5,0.2,0.3,15,1,2.0
0.3,0.8,0.5,0.3,0.2,15,1,2.0
0.3,0.8,0.5,0.4,0.1,15,1,2.0
0.3,0.8,0.5,0.5,0.0,15,2,2.0
0.3,0.8,0.6,0.0,0.4,15,1,2.0
0.3,0.8,0.6,0.1,0.3,15,0,0.0
0.3,0.8,0.6,0.2,0.2,15,0,0.0
0.3,0.8,0.6,0.3,0.1,15,0,0.0
0.3,0.8,0.6,0.4,0.0,15,0,0.0
0.3,0.8,0.7,0.0,0.3,15,0,0.0
0.3,0.8,0.7,0.1,0.2,15,0,0.0
0.3,0.8,0.7,0.2,0.1,15,0,0.0
0.3,0.8,0.7,0.3,0.0,15,0,0.0
0.3,0.8,0.8,0.0,0.2,15,0,0.0
0.3,0.8,0.8,0.1,0.1,15,0,0.0
0.3,0.8,0.8,0.2,0.0,15,0,0.0
0.3,0.8,0.9,0.0,0.1,15,0,0.0
0.3,0.8,0.9,0.1,0.0,15,0,0.0
0.3,0.8,1.0,0.0,0.0,15,0,0.0
0.3,0.85,0.0,0.0,1.0,15,4,3.0
0.3,0.85,0.0,0.1,0.9,15,4,3.0
0.3,0.85,0.0,0.2,0.8,15,4,3.0
0.3,0.85,0.0,0.3,0.7,15,1,2.0
0.3,0.85,0.0,0.4,0.6,15,1,2.0
0.3,0.85,0.0,0.5,0.5,15,1,2.0
0.3,0.85,0.0,0.6,0.4,15,1,2.0
0.3,0.85,0.0,0.7,0.3,15,1,2.0
0.3,0.85,0.0,0.8,0.2,15,1,4.0
0.3,0.85,0.0,0.9,0.1,15,1,4.0
0.3,0.85,0.0,1.0,0.0,15,1,4.0
0.3,0.85,0.1,0.0,0.9,15,4,3.0
0.3,0.85,0.1,0.1,0.8,15,4,3.0
0.3,0.85,0.1,0.2,0.7,15,2,2.0
0.3,0.85,0.1,0.3,0.6,15,1,2.0
0.3,0.85,0.1,0.4,0.5,15,1,2.0
0.3,0.85,0.1,0.5,0.4,15,1,2.0
0.3,0.85,0.1,0.6,0.3,15,1,2.0
0.3,0.85,0.1,0.7,0.2,15,1,2.0
0.3,0.85,0.1,0.8,0.1,15,1,4.0
0.3,0.85,0.1,0.9,0.0,15,1,4.0
0.3,0.85,0.2,0.0,0.8,15,4,3.0
0.3,0.85,0.2,0.1,0.7,15,3,3.33
0.3,0.85,0.2,0.2,0.6,15,1,2.0
0.3,0.85,0.2,0.3,0.5,15,1,2.0
0.3,0.85,0.2,0.4,0.4,15,1,2.0
0.3,0.85,0.2,0.5,0.3,15,1,2.0
0.3,0.85,0.2,0.6,0.2,15,1,2.0
0.3,0.85,0.2,0.7,0.1,15,1,2.0
0.3,0.85,0.2,0.8,0.0,15,1,4.0
0.3,0.85,0.3,0.0,0.7,15,4,3.0
0.3,0.85,0.3,0.1,0.6,15,1,2.0
0.3,0.85,0.3,0.2,0.5,15,1,2.0
0.3,0.85,0.3,0.3,0.4,15,1,2.0
0.3,0.85,0.3,0.4,0.3,15,1,2.0
0.3,0.85,0.3,0.5,0.2,15,1,2.0
0.3,0.85,0.3,0.6,0.1,15,1,2.0
0.3,0.85,0.3,0.7,0.0,15,1,4.0
0.3,0.85,0.4,0.0,0.6,15,3,2.67
0.3,0.85,0.4,0.1,0.5,15,0,0.0
0.3,0.85,0.4,0.2,0.4,15,0,0.0
0.3,0.85,0.4,0.3,0.3,15,0,0.0
0.3,0.85,0.4,0.4,0.2,15,0,0.0
0.3,0.85,0.4,0.5,0.1,15,0,0.0
0.3,0.85,0.4,0.6,0.0,15,0,0.0
0.3,0.85,0.5,0.0,0.5,15,0,0.0
0.3,0.85,0.5,0.1,0.4,15,0,0.0
0.3,0.85,0.5,0.2,0.3,15,0,0.0
0.3,0.85,0.5,0.3,0.2,15,0,0.0
0.3,0.85,0.5,0.4,0.1,15,0,0.0
0.3,0.85,0.5,0.5,0.0,15,0,0.0
0.3,0.85,0.6,0.0,0.4,15,0,0.0
0.3,0.85,0.6,0.1,0.3,15,0,0.0
0.3,0.85,0.6,0.2,0.2,15,0,0.0
0.3,0.85,0.6,0.3,0.1,15,0,0.0
0.3,0.85,0.6,0.4,0.0,15,0,0.0
0.3,0.85,0.7,0.0,0.3,15,0,0.0
0.3,0.85,0.7,0.1,0.2,15,0,0.0
0.3,0.85,0.7,0.2,0.1,15,0,0.0
0.3,0.85,0.7,0.3,0.0,15,0,0.0
0.3,0.85,0.8,0.0,0.2,15,0,0.0
0.3,0.85,0.8,0.1,0.1,15,0,0.0
0.3,0.85,0.8,0.2,0.0,15,0,0.0
0.3,0.85,0.9,0.0,0.1,15,0,0.0
0.3,0.85,0.9,0.1,0.0,15,0,0.0
0.3,0.85,1.0,0.0,0.0,15,0,0.0
0.3,0.9,0.0,0.0,1.0,15,4,3.0
0.3,0.9,0.0,0.1,0.9,15,4,3.0
0.3,0.9,0.0,0.2,0.8,15,1,2.0
0.3,0.9,0.0,0.3,0.7,15,1,2.0
0.3,0.9,0.0,0.4,0.6,15,1,2.0
0.3,0.9,0.0,0.5,0.5,15,1,2.0
0.3,0.9,0.0,0.6,0.4,15,1,2.0
0.3,0.9,0.0,0.7,0.3,15,1,2.0
0.3,0.9,0.0,0.8,0.2,15,1,2.0
0.3,0.9,0.0,0.9,0.1,15,1,4.0
0.3,0.9,0.0,1.0,0.0,15,1,4.0
0.3,0.9,0.1,0.0,0.9,15,4,3.0
0.3,0.9,0.1,0.1,0.8,15,2,3.5
0.3,0.9,0.1,0.2,0.7,15,1,2.0
0.3,0.9,0.1,0.3,0.6,15,1,2.0
0.3,0.9,0.1,0.4,0.5,15,1,2.0
0.3,0.9,0.1,0.5,0.4,15,1,2.0
0.3,0.9,0.1,0.6,0.3,15,1,2.0
0.3,0.9,0.1,0.7,0.2,15,1,2.0
0.3,0.9,0.1,0.8,0.1,15,1,2.0
0.3,0.9,0.1,0.9,0.0,15,1,4.0
0.3,0.9,0.2,0.0,0.8,15,4,3.0
0.3,0.9,0.2,0.1,0.7,15,1,2.0
0.3,0.9,0.2,0.2,0.6,15,1,2.0
0.3,0.9,0.2,0.3,0.5,15,1,2.0
0.3,0.9,0.2,0.4,0.4,15,1,2.0
0.3,0.9,0.2,0.5,0.3,15,1,2.0
0.3,0.9,0.2,0.6,0.2,15,1,2.0
0.3,0.9,0.2,0.7,0.1,15,1,2.0
0.3,0.9,0.2,0.8,0.0,15,1,4.0
0.3,0.9,0.3,0.0,0.7,15,1,2.0
0.3,0.9,0.3,0.1,0.6,15,0,0.0
0.3,0.9,0.3,0.2,0.5,15,0,0.0
0.3,0.9,0.3,0.3,0.4,15,0,0.0
0.3,0.9,0.3,0.4,0.3,15,0,0.0
0.3,0.9,0.3,0.5,0.2,15,0,0.0
0.3,0.9,0.3,0.6,0.1,15,0,0.0
0.3,0.9,0.3,0.7,0.0,15,0,0.0
0.3,0.9,0.4,0.0,0.6,15,0,0.0
0.3,0.9,0.4,0.1,0.5,15,0,0.0
0.3,0.9,0.4,0.2,0.4,15,0,0.0
0.3,0.9,0.4,0.3,0.3,15,0,0.0
0.3,0.9,0.4,0.4,0.2,15,0,0.0
0.3,0.9,0.4,0.5,0.1,15,0,0.0
0.3,0.9,0.4,0.6,0.0,15,0,0.0
0.3,0.9,0.5,0.0,0.5,15,0,0.0
0.3,0.9,0.5,0.1,0.4,15,0,0.0
0.3,0.9,0.5,0.2,0.3,15,0,0.0
0.3,0.9,0.5,0.3,0.2,15,0,0.0
0.3,0.9,0.5,0.4,0.1,15,0,0.0
0.3,0.9,0.5,0.5,0.0,15,0,0.0
0.3,0.9,0.6,0.0,0.4,15,0,0.0
0.3,0.9,0.6,0.1,0.3,15,0,0.0
0.3,0.9,0.6,0.2,0.2,15,0,0.0
0.3,0.9,0.6,0.3,0.1,15,0,0.0
0.3,0.9,0.6,0.4,0.0,15,0,0.0
0.3,0.9,0.7,0.0,0.3,15,0,0.0
0.3,0.9,0.7,0.1,0.2,15,0,0.0
0.3,0.9,0.7,0.2,0.1,15,0,0.0
0.3,0.9,0.7,0.3,0.0,15,0,0.0
0.3,0.9,0.8,0.0,0.2,15,0,0.0
0.3,0.9,0.8,0.1,0.1,15,0,0.0
0.3,0.9,0.8,0.2,0.0,15,0,0.0
0.3,0.9,0.9,0.0,0.1,15,0,0.0
0.3,0.9,0.9,0.1,0.0,15,0,0.0
0.3,0.9,1.0,0.0,0.0,15,0,0.0
0.35,0.6,0.0,0.0,1.0,7,1,4.0
0.35,0.6,0.0,0.1,0.9,7,1,4.0
0.35,0.6,0.0,0.2,0.8,7,1,4.0
0.35,0.6,0.0,0.3,0.7,7,1,4.0
0.35,0.6,0.0,0.4,0.6,7,1,4.0
0.35,0.6,0.0,0.5,0.5,7,1,5.0
0.35,0.6,0.0,0.6,0.4,7,1,4.0
0.35,0.6,0.0,0.7,0.3,7,1,3.0
0.35,0.6,0.0,0.8,0.2,7,1,3.0
0.35,0.6,0.0,0.9,0.1,7,1,3.0
0.35,0.6,0.0,1.0,0.0,7,1,4.0
0.35,0.6,0.1,0.0,0.9,7,1,4.0
0.35,0.6,0.1,0.1,0.8,7,1,4.0
0.35,0.6,0.1,0.2,0.7,7,1,4.0
0.35,0.6,0.1,0.3,0.6,7,1,4.0
0.35,0.6,0.1,0.4,0.5,7,1,5.0
0.35,0.6,0.1,0.5,0.4,7,1,5.0
0.35,0.6,0.1,0.6,0.3,7,1,4.0
0.35,0.6,0.1,0.7,0.2,7,1,3.0
0.35,0.6,0.1,0.8,0.1,7,1,3.0
0.35,0.6,0.1,0.9,0.0,7,1,3.0
0.35,0.6,0.2,0.0,0.8,7,1,4.0
0.35,0.6,0.2,0.1,0.7,7,1,4.0
0.35,0.6,0.2,0.2,0.6,7,1,4.0
0.35,0.6,0.2,0.3,0.5,7,1,4.0
0.35,0.6,0.2,0.4,0.4,7,1,5.0
0.35,0.6,0.2,0.5,0.3,7,1,4.0
0.35,0.6,0.2,0.6,0.2,7,1,3.0
0.35,0.6,0.2,0.7,0.1,7,1,3.0
0.35,0.6,0.2,0.8,0.0,7,1,3.0
0.35,0.6,0.3,0.0,0.7,7,1,4.0
0.35,0.6,0.3,0.1,0.6,7,1,4.0
0.35,0.6,0.3,0.2,0.5,7,1,4.0
0.35,0.6,0.3,0.3,0.4,7,1,4.0
0.35,0.6,0.3,0.4,0.3,7,1,5.0
